SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER
601GS2028," GS"," 20-Apr-2021"," 70.00"," 66.55"," 66.55"," 66.55"," 66.55"," 66.55"," 66.55"," 1"," 0.00"," 1"," 1"," 100.00"
716GS2050," GS"," 20-Apr-2021"," 111.00"," 111.00"," 116.45"," 111.00"," 116.45"," 116.45"," 111.06"," 91"," 0.10"," 5"," 91"," 100.00"
763GS2059," GS"," 20-Apr-2021"," 115.00"," 115.00"," 115.00"," 115.00"," 115.00"," 115.00"," 115.00"," 1549"," 1.78"," 1"," 1549"," 100.00"
772GS2049," GS"," 20-Apr-2021"," 117.00"," 120.00"," 120.00"," 120.00"," 120.00"," 120.00"," 120.00"," 6"," 0.01"," 1"," 6"," 100.00"
AAKASH," BE"," 20-Apr-2021"," 134.20"," 131.70"," 135.00"," 131.70"," 133.00"," 133.00"," 132.99"," 9050"," 12.04"," 76"," -"," -"
ABFRLPP1," E1"," 20-Apr-2021"," 134.30"," 136.95"," 149.00"," 136.85"," 140.00"," 139.65"," 139.60"," 7047"," 9.84"," 298"," 3740"," 53.07"
ABINFRA," SM"," 20-Apr-2021"," 6.20"," 5.90"," 6.15"," 5.90"," 6.15"," 6.15"," 6.03"," 8000"," 0.48"," 2"," 4000"," 50.00"
ABSLRIF6RG," MF"," 20-Apr-2021"," 8.75"," 8.01"," 8.25"," 8.01"," 8.25"," 8.13"," 8.12"," 17550"," 1.42"," 7"," 17550"," 100.00"
ACCORD," SM"," 20-Apr-2021"," 17.10"," 17.25"," 17.25"," 17.25"," 17.25"," 17.25"," 17.25"," 10000"," 1.73"," 1"," 10000"," 100.00"
ADL," BE"," 20-Apr-2021"," 30.10"," 28.65"," 31.30"," 28.65"," 29.00"," 30.65"," 29.57"," 899"," 0.27"," 17"," -"," -"
ADROITINFO," BE"," 20-Apr-2021"," 8.50"," 8.90"," 8.90"," 8.50"," 8.50"," 8.50"," 8.73"," 5303"," 0.46"," 13"," -"," -"
AGARIND," BE"," 20-Apr-2021"," 151.05"," 151.10"," 154.90"," 151.10"," 154.00"," 154.00"," 153.06"," 4577"," 7.01"," 47"," -"," -"
AIROLAM," SM"," 20-Apr-2021"," 25.00"," 24.00"," 24.00"," 23.35"," 23.35"," 23.35"," 23.68"," 6000"," 1.42"," 2"," 6000"," 100.00"
AISL," SM"," 20-Apr-2021"," 39.45"," 38.00"," 39.95"," 38.00"," 39.10"," 39.10"," 39.30"," 25200"," 9.90"," 16"," 2400"," 9.52"
AJOONI," SM"," 20-Apr-2021"," 32.50"," 33.85"," 33.85"," 31.00"," 31.35"," 31.10"," 31.31"," 57772"," 18.09"," 6"," 39996"," 69.23"
ALPSINDUS," BE"," 20-Apr-2021"," 1.55"," 1.55"," 1.55"," 1.50"," 1.50"," 1.50"," 1.52"," 6336"," 0.10"," 21"," -"," -"
AMDIND," BE"," 20-Apr-2021"," 17.30"," 17.95"," 17.95"," 17.00"," 17.50"," 17.50"," 17.59"," 4969"," 0.87"," 21"," -"," -"
ARCHIDPLY," BE"," 20-Apr-2021"," 29.50"," 29.55"," 29.55"," 29.00"," 29.50"," 29.45"," 29.34"," 10054"," 2.95"," 44"," -"," -"
ARROWGREEN," BE"," 20-Apr-2021"," 69.70"," 69.00"," 69.00"," 66.25"," 66.25"," 66.70"," 67.08"," 5136"," 3.44"," 76"," -"," -"
ARSHIYA," BE"," 20-Apr-2021"," 27.00"," 26.20"," 27.50"," 26.10"," 26.95"," 26.45"," 26.60"," 11884"," 3.16"," 97"," -"," -"
ARVEE," BE"," 20-Apr-2021"," 94.50"," 99.20"," 99.20"," 99.20"," 99.20"," 99.20"," 99.20"," 3320"," 3.29"," 41"," -"," -"
ASAL," BE"," 20-Apr-2021"," 31.65"," 30.65"," 32.15"," 30.65"," 32.15"," 32.15"," 31.63"," 505"," 0.16"," 4"," -"," -"
ASLIND," SM"," 20-Apr-2021"," 16.00"," 16.80"," 16.80"," 16.80"," 16.80"," 16.80"," 16.80"," 4000"," 0.67"," 1"," 4000"," 100.00"
AVG," SM"," 20-Apr-2021"," 46.50"," 46.50"," 46.50"," 46.50"," 46.50"," 46.50"," 46.50"," 1200"," 0.56"," 1"," 1200"," 100.00"
BAFNAPH," BE"," 20-Apr-2021"," 132.10"," 129.50"," 132.70"," 126.00"," 128.10"," 128.85"," 129.67"," 10017"," 12.99"," 197"," -"," -"
BALKRISHNA," BE"," 20-Apr-2021"," 20.35"," 19.50"," 20.35"," 19.35"," 20.35"," 20.35"," 19.82"," 1711"," 0.34"," 14"," -"," -"
BALLARPUR," BZ"," 20-Apr-2021"," 1.10"," 1.10"," 1.10"," 1.05"," 1.10"," 1.05"," 1.06"," 647962"," 6.87"," 141"," -"," -"
BARTRONICS," BZ"," 20-Apr-2021"," 2.30"," 2.20"," 2.30"," 2.20"," 2.25"," 2.25"," 2.27"," 4819"," 0.11"," 16"," -"," -"
BBTCL," SM"," 20-Apr-2021"," 78.00"," 75.00"," 75.00"," 74.10"," 74.10"," 74.10"," 74.55"," 6000"," 4.47"," 2"," 6000"," 100.00"
BCONCEPTS," SM"," 20-Apr-2021"," 24.15"," 25.35"," 25.35"," 25.35"," 25.35"," 25.35"," 25.35"," 9000"," 2.28"," 2"," 9000"," 100.00"
BETA," SM"," 20-Apr-2021"," 144.75"," 151.75"," 151.95"," 151.75"," 151.95"," 151.95"," 151.79"," 8000"," 12.14"," 10"," 7200"," 90.00"
BHAGYANGR," BE"," 20-Apr-2021"," 49.45"," 48.50"," 51.80"," 48.00"," 48.15"," 48.50"," 49.12"," 16808"," 8.26"," 156"," -"," -"
BHANDARI," BE"," 20-Apr-2021"," 2.15"," 2.15"," 2.20"," 2.05"," 2.15"," 2.15"," 2.10"," 118076"," 2.48"," 96"," -"," -"
BHARATWIRE," BE"," 20-Apr-2021"," 40.70"," 40.50"," 41.20"," 38.70"," 41.15"," 40.40"," 39.30"," 52040"," 20.45"," 156"," -"," -"
BIOFILCHEM," BE"," 20-Apr-2021"," 63.15"," 63.60"," 65.00"," 62.50"," 64.40"," 64.40"," 64.35"," 42224"," 27.17"," 487"," -"," -"
BIRET," RR"," 20-Apr-2021"," 236.64"," 238.10"," 242.45"," 237.01"," 240.00"," 238.42"," 240.41"," 103000"," 247.62"," 359"," 78600"," 76.31"
BLBLIMITED," BE"," 20-Apr-2021"," 5.60"," 5.35"," 5.85"," 5.35"," 5.85"," 5.85"," 5.51"," 3136"," 0.17"," 12"," -"," -"
BLKASHYAP," BE"," 20-Apr-2021"," 14.90"," 14.70"," 14.70"," 14.20"," 14.20"," 14.20"," 14.26"," 110185"," 15.71"," 146"," -"," -"
BOHRA," SM"," 20-Apr-2021"," 2.30"," 2.40"," 2.40"," 2.40"," 2.40"," 2.40"," 2.40"," 2000"," 0.05"," 1"," 2000"," 100.00"
BRIGHT," SM"," 20-Apr-2021"," 10.50"," 10.00"," 10.20"," 9.75"," 10.20"," 10.00"," 9.95"," 12000"," 1.19"," 4"," 6000"," 50.00"
BRITANNIA," N2"," 20-Apr-2021"," 32.45"," 32.99"," 32.99"," 32.26"," 32.38"," 32.42"," 32.50"," 2198"," 0.71"," 53"," 1950"," 88.72"
BSHSL," BE"," 20-Apr-2021"," 133.30"," 133.30"," 136.00"," 132.10"," 136.00"," 136.00"," 133.84"," 2250"," 3.01"," 56"," -"," -"
BURNPUR," BE"," 20-Apr-2021"," 2.20"," 2.20"," 2.25"," 2.10"," 2.25"," 2.25"," 2.19"," 47716"," 1.04"," 63"," -"," -"
BVCL," BE"," 20-Apr-2021"," 16.20"," 15.75"," 16.40"," 15.75"," 16.35"," 16.35"," 16.27"," 3206"," 0.52"," 18"," -"," -"
CANDC," BZ"," 20-Apr-2021"," 4.75"," 4.70"," 4.70"," 4.55"," 4.55"," 4.55"," 4.55"," 1318"," 0.06"," 9"," -"," -"
CAPTRUST," BE"," 20-Apr-2021"," 71.25"," 74.00"," 74.80"," 72.00"," 74.80"," 74.80"," 73.79"," 3905"," 2.88"," 88"," -"," -"
CASTEXTECH," BE"," 20-Apr-2021"," 0.60"," 0.65"," 0.65"," 0.60"," 0.65"," 0.65"," 0.65"," 352221"," 2.28"," 207"," -"," -"
CEBBCO," BE"," 20-Apr-2021"," 16.35"," 16.10"," 17.00"," 16.10"," 16.65"," 16.70"," 16.75"," 20393"," 3.42"," 106"," -"," -"
CELEBRITY," BE"," 20-Apr-2021"," 5.15"," 5.30"," 5.30"," 5.10"," 5.30"," 5.30"," 5.23"," 13763"," 0.72"," 48"," -"," -"
CMICABLES," BE"," 20-Apr-2021"," 43.00"," 42.55"," 43.00"," 42.55"," 42.70"," 42.70"," 42.70"," 15829"," 6.76"," 4698"," -"," -"
CMMIPL," SM"," 20-Apr-2021"," 7.00"," 7.10"," 7.35"," 7.10"," 7.35"," 7.35"," 7.30"," 15000"," 1.10"," 5"," 15000"," 100.00"
CONTI," SM"," 20-Apr-2021"," 5.95"," 5.70"," 5.70"," 5.70"," 5.70"," 5.70"," 5.70"," 3333"," 0.19"," 1"," 3333"," 100.00"
COUNCODOS," BE"," 20-Apr-2021"," 2.05"," 1.95"," 2.15"," 1.95"," 2.10"," 2.05"," 1.98"," 134724"," 2.67"," 237"," -"," -"
COX&KINGS," BZ"," 20-Apr-2021"," 1.15"," 1.10"," 1.15"," 1.10"," 1.10"," 1.10"," 1.13"," 234460"," 2.64"," 149"," -"," -"
CYBERMEDIA," BE"," 20-Apr-2021"," 13.65"," 13.00"," 13.00"," 13.00"," 13.00"," 13.00"," 13.00"," 2325"," 0.30"," 16"," -"," -"
DALALSTCOM," BE"," 20-Apr-2021"," 0.95"," 0.90"," 1.00"," 0.90"," 0.90"," 0.90"," 0.90"," 59997"," 0.54"," 96"," -"," -"
DBREALTY," BE"," 20-Apr-2021"," 19.50"," 18.60"," 19.95"," 18.55"," 18.75"," 18.55"," 18.67"," 401010"," 74.89"," 860"," -"," -"
DCMFINSERV," BE"," 20-Apr-2021"," 1.60"," 1.60"," 1.65"," 1.60"," 1.65"," 1.65"," 1.63"," 5716"," 0.09"," 27"," -"," -"
DCMNVL," BE"," 20-Apr-2021"," 81.00"," 82.50"," 82.50"," 79.00"," 79.00"," 79.40"," 80.61"," 14572"," 11.75"," 45"," -"," -"
DHANILOANS," N1"," 20-Apr-2021"," 997.40"," 1006.25"," 1006.75"," 1000.11"," 1006.75"," 1006.75"," 1002.16"," 67"," 0.67"," 6"," 67"," 100.00"
DHANILOANS," N2"," 20-Apr-2021"," 1229.99"," 1239.35"," 1239.35"," 1239.35"," 1239.35"," 1239.35"," 1239.35"," 40"," 0.50"," 6"," 40"," 100.00"
DHANILOANS," N3"," 20-Apr-2021"," 985.99"," 989.00"," 989.00"," 980.00"," 980.00"," 980.00"," 982.96"," 152"," 1.49"," 3"," 152"," 100.00"
DHANILOANS," N6"," 20-Apr-2021"," 990.00"," 995.00"," 995.00"," 994.00"," 994.00"," 994.00"," 994.50"," 200"," 1.99"," 2"," 200"," 100.00"
DHANILOANS," N7"," 20-Apr-2021"," 990.00"," 951.00"," 951.00"," 951.00"," 951.00"," 951.00"," 951.00"," 225"," 2.14"," 9"," 225"," 100.00"
DHANILOANS," N8"," 20-Apr-2021"," 1100.10"," 1101.10"," 1101.10"," 1101.10"," 1101.10"," 1101.10"," 1101.10"," 20"," 0.22"," 2"," 20"," 100.00"
DHANILOANS," NF"," 20-Apr-2021"," 951.00"," 950.01"," 951.00"," 950.01"," 950.01"," 950.01"," 950.05"," 171"," 1.62"," 6"," 171"," 100.00"
DHANIPP," E1"," 20-Apr-2021"," 91.90"," 87.35"," 94.00"," 87.35"," 87.35"," 87.35"," 89.07"," 206536"," 183.95"," 1188"," 143902"," 69.67"
DHFL," N4"," 20-Apr-2021"," 345.00"," 340.80"," 340.80"," 340.80"," 340.80"," 340.80"," 340.80"," 25"," 0.09"," 1"," 25"," 100.00"
DHFL," N6"," 20-Apr-2021"," 320.11"," 307.01"," 307.01"," 307.00"," 307.00"," 307.00"," 307.01"," 100"," 0.31"," 2"," 100"," 100.00"
DHFL," NP"," 20-Apr-2021"," 346.20"," 354.50"," 354.50"," 349.98"," 350.00"," 350.00"," 351.25"," 1404"," 4.93"," 16"," 1255"," 89.39"
DHFL," NQ"," 20-Apr-2021"," 335.00"," 335.00"," 335.00"," 335.00"," 335.00"," 335.00"," 335.00"," 10"," 0.03"," 1"," 10"," 100.00"
DIAPOWER," BZ"," 20-Apr-2021"," 0.75"," 0.75"," 0.75"," 0.70"," 0.70"," 0.70"," 0.70"," 86029"," 0.60"," 40"," -"," -"
DIGISPICE," BE"," 20-Apr-2021"," 35.15"," 33.40"," 36.80"," 33.40"," 34.30"," 33.60"," 34.17"," 170788"," 58.36"," 846"," -"," -"
DRCSYSTEMS," BE"," 20-Apr-2021"," 274.55"," 260.85"," 260.85"," 260.85"," 260.85"," 260.85"," 260.85"," 510"," 1.33"," 29"," -"," -"
E2E," SM"," 20-Apr-2021"," 39.00"," 39.00"," 39.00"," 37.50"," 37.50"," 37.50"," 38.25"," 4000"," 1.53"," 2"," 4000"," 100.00"
EASTSILK," BE"," 20-Apr-2021"," 2.10"," 2.20"," 2.20"," 2.20"," 2.20"," 2.20"," 2.20"," 6161"," 0.14"," 9"," -"," -"
EASUNREYRL," BZ"," 20-Apr-2021"," 2.20"," 2.20"," 2.30"," 2.15"," 2.20"," 2.20"," 2.19"," 51111"," 1.12"," 52"," -"," -"
EC2RG," MF"," 20-Apr-2021"," 8.10"," 7.32"," 7.32"," 7.32"," 7.32"," 7.32"," 7.32"," 2500"," 0.18"," 1"," 2500"," 100.00"
ECLFINANCE," NE"," 20-Apr-2021"," 1255.00"," 1255.00"," 1255.00"," 1250.00"," 1250.00"," 1250.00"," 1250.21"," 540"," 6.75"," 18"," 500"," 92.59"
ECLFINANCE," NG"," 20-Apr-2021"," 941.65"," 957.75"," 957.75"," 950.00"," 950.00"," 950.00"," 955.17"," 30"," 0.29"," 2"," 30"," 100.00"
ECLFINANCE," NH"," 20-Apr-2021"," 1170.00"," 1196.00"," 1196.00"," 1196.00"," 1196.00"," 1196.00"," 1196.00"," 105"," 1.26"," 3"," 105"," 100.00"
ECLFINANCE," NJ"," 20-Apr-2021"," 924.00"," 927.80"," 936.00"," 923.00"," 930.00"," 930.00"," 931.02"," 593"," 5.52"," 15"," 531"," 89.54"
ECLFINANCE," NK"," 20-Apr-2021"," 944.00"," 903.00"," 945.00"," 903.00"," 945.00"," 945.00"," 941.75"," 542"," 5.10"," 41"," 542"," 100.00"
ECLFINANCE," NM"," 20-Apr-2021"," 1012.00"," 1014.80"," 1014.80"," 1007.00"," 1007.00"," 1007.00"," 1007.79"," 29"," 0.29"," 5"," 29"," 100.00"
ECLFINANCE," NN"," 20-Apr-2021"," 1205.00"," 1210.00"," 1210.00"," 1210.00"," 1210.00"," 1210.00"," 1210.00"," 500"," 6.05"," 22"," 500"," 100.00"
ECLFINANCE," NO"," 20-Apr-2021"," 972.00"," 970.00"," 983.00"," 970.00"," 983.00"," 983.00"," 971.96"," 339"," 3.29"," 8"," 339"," 100.00"
ECLFINANCE," NP"," 20-Apr-2021"," 997.90"," 951.64"," 951.64"," 951.64"," 951.64"," 951.64"," 951.64"," 50"," 0.48"," 1"," 50"," 100.00"
ECLFINANCE," NR"," 20-Apr-2021"," 994.18"," 994.00"," 994.00"," 980.00"," 980.10"," 981.75"," 981.63"," 350"," 3.44"," 23"," 228"," 65.14"
ECLFINANCE," NS"," 20-Apr-2021"," 980.00"," 990.00"," 999.00"," 990.00"," 999.00"," 999.00"," 996.27"," 33"," 0.33"," 3"," 33"," 100.00"
EDUCOMP," BZ"," 20-Apr-2021"," 2.55"," 2.50"," 2.50"," 2.45"," 2.45"," 2.45"," 2.46"," 59801"," 1.47"," 80"," -"," -"
EHFLNCD," N3"," 20-Apr-2021"," 1030.76"," 1055.00"," 1059.80"," 1055.00"," 1059.80"," 1059.79"," 1058.24"," 164"," 1.74"," 7"," 164"," 100.00"
EMBASSY," RR"," 20-Apr-2021"," 304.57"," 306.01"," 317.90"," 306.01"," 314.21"," 312.60"," 307.83"," 830000"," 2555.00"," 2796"," 669400"," 80.65"
EMCO," BZ"," 20-Apr-2021"," 1.45"," 1.40"," 1.50"," 1.40"," 1.40"," 1.40"," 1.45"," 12412"," 0.18"," 32"," -"," -"
EMOFSR1RDP," MF"," 20-Apr-2021"," 13.86"," 13.86"," 13.90"," 13.86"," 13.90"," 13.90"," 13.90"," 15010"," 2.09"," 8"," 15010"," 100.00"
EMOFSR1RGG," MF"," 20-Apr-2021"," 13.94"," 13.94"," 13.94"," 13.66"," 13.81"," 13.81"," 13.83"," 103485"," 14.31"," 25"," 103485"," 100.00"
ENERGYDEV," BE"," 20-Apr-2021"," 8.75"," 8.75"," 9.00"," 8.50"," 8.95"," 8.90"," 8.80"," 30695"," 2.70"," 116"," -"," -"
ERFLNCDI," N5"," 20-Apr-2021"," 875.00"," 875.00"," 875.00"," 875.00"," 875.00"," 875.00"," 875.00"," 126"," 1.10"," 6"," 126"," 100.00"
ERFLNCDI," N6"," 20-Apr-2021"," 840.00"," 840.00"," 850.00"," 840.00"," 850.00"," 850.00"," 849.83"," 1294"," 11.00"," 16"," 1294"," 100.00"
FCSSOFT," BE"," 20-Apr-2021"," 0.65"," 0.65"," 0.70"," 0.60"," 0.65"," 0.65"," 0.62"," 1998464"," 12.41"," 828"," -"," -"
FLEXITUFF," BE"," 20-Apr-2021"," 24.30"," 24.30"," 25.15"," 23.10"," 23.10"," 23.10"," 23.65"," 4483"," 1.06"," 35"," -"," -"
G5," EQ"," 20-Apr-2021"," 47.85"," 47.83"," 47.88"," 47.80"," 47.80"," 47.80"," 47.82"," 30726"," 14.69"," 16"," 28558"," 92.94"
GANGAFORGE," SM"," 20-Apr-2021"," 45.20"," 46.80"," 46.90"," 46.70"," 46.85"," 46.80"," 46.81"," 32000"," 14.98"," 4"," 16000"," 50.00"
GAYAHWS," BE"," 20-Apr-2021"," 0.55"," 0.55"," 0.60"," 0.50"," 0.60"," 0.60"," 0.57"," 66648"," 0.38"," 84"," -"," -"
GENESYS," BE"," 20-Apr-2021"," 90.45"," 94.00"," 94.50"," 90.00"," 94.00"," 91.35"," 91.62"," 3265"," 2.99"," 36"," -"," -"
GICL," SM"," 20-Apr-2021"," 21.50"," 21.00"," 21.00"," 21.00"," 21.00"," 21.00"," 21.00"," 7500"," 1.58"," 1"," 7500"," 100.00"
GISOLUTION," BE"," 20-Apr-2021"," 2.10"," 2.10"," 2.10"," 2.00"," 2.00"," 2.00"," 2.00"," 692"," 0.01"," 5"," -"," -"
GLOBALVECT," BZ"," 20-Apr-2021"," 38.25"," 39.70"," 40.00"," 37.90"," 39.35"," 38.90"," 39.12"," 6560"," 2.57"," 67"," -"," -"
GLOBE," BE"," 20-Apr-2021"," 47.50"," 47.50"," 49.85"," 45.15"," 49.85"," 46.90"," 46.97"," 311"," 0.15"," 8"," -"," -"
GOENKA," BZ"," 20-Apr-2021"," 1.45"," 1.45"," 1.50"," 1.40"," 1.45"," 1.45"," 1.45"," 210716"," 3.06"," 121"," -"," -"
GOLDTECH," BE"," 20-Apr-2021"," 10.45"," 10.20"," 10.35"," 9.95"," 10.00"," 10.10"," 10.05"," 28014"," 2.81"," 103"," -"," -"
GREENPOWER," BE"," 20-Apr-2021"," 1.80"," 1.80"," 1.85"," 1.80"," 1.85"," 1.85"," 1.84"," 1027502"," 18.93"," 546"," -"," -"
GUJRAFFIA," BE"," 20-Apr-2021"," 43.55"," 41.50"," 45.70"," 41.40"," 43.95"," 43.95"," 44.28"," 876"," 0.39"," 24"," -"," -"
HAVISHA," BE"," 20-Apr-2021"," 0.75"," 0.75"," 0.80"," 0.70"," 0.80"," 0.75"," 0.73"," 112392"," 0.82"," 124"," -"," -"
HBSL," BE"," 20-Apr-2021"," 17.05"," 17.40"," 17.90"," 16.65"," 17.70"," 17.55"," 17.05"," 6107"," 1.04"," 60"," -"," -"
HDFC," W3"," 20-Apr-2021"," 754.50"," 750.00"," 752.90"," 730.00"," 730.00"," 733.35"," 741.58"," 15600"," 115.69"," 26"," 14400"," 92.31"
HDIL," BZ"," 20-Apr-2021"," 4.75"," 4.70"," 4.90"," 4.60"," 4.75"," 4.70"," 4.69"," 224782"," 10.55"," 644"," -"," -"
HEMIPROP," BE"," 20-Apr-2021"," 126.75"," 127.60"," 132.00"," 125.05"," 127.30"," 128.05"," 129.14"," 276644"," 357.26"," 1518"," -"," -"
HEOFRG1126," MF"," 20-Apr-2021"," 10.00"," 10.50"," 10.50"," 10.05"," 10.05"," 10.05"," 10.26"," 20000"," 2.05"," 4"," 20000"," 100.00"
HEXATRADEX," BE"," 20-Apr-2021"," 94.45"," 96.95"," 99.15"," 95.50"," 97.70"," 97.00"," 98.33"," 266597"," 262.15"," 324"," -"," -"
HINDMOTORS," BE"," 20-Apr-2021"," 6.35"," 6.50"," 6.65"," 6.20"," 6.65"," 6.65"," 6.61"," 157526"," 10.41"," 191"," -"," -"
HINDNATGLS," BE"," 20-Apr-2021"," 31.00"," 31.00"," 31.50"," 30.50"," 30.50"," 30.55"," 30.89"," 10286"," 3.18"," 60"," -"," -"
HMT," BZ"," 20-Apr-2021"," 26.25"," 26.95"," 27.55"," 26.50"," 26.65"," 27.05"," 27.22"," 17206"," 4.68"," 54"," -"," -"
HOVS," BE"," 20-Apr-2021"," 42.70"," 44.55"," 44.55"," 40.60"," 41.00"," 40.95"," 41.20"," 13886"," 5.72"," 115"," -"," -"
HPL," BE"," 20-Apr-2021"," 46.90"," 45.55"," 47.90"," 44.60"," 45.10"," 45.15"," 45.68"," 136078"," 62.16"," 1129"," -"," -"
HUBTOWN," BE"," 20-Apr-2021"," 14.90"," 14.45"," 15.45"," 14.45"," 14.65"," 15.00"," 14.99"," 7320"," 1.10"," 46"," -"," -"
HUDCO," N2"," 20-Apr-2021"," 1195.10"," 1197.90"," 1202.00"," 1192.00"," 1198.00"," 1198.00"," 1200.23"," 1153"," 13.84"," 20"," 1103"," 95.66"
HUDCO," N3"," 20-Apr-2021"," 1047.22"," 1047.55"," 1047.55"," 1047.55"," 1047.55"," 1047.55"," 1047.55"," 50"," 0.52"," 3"," 50"," 100.00"
HUDCO," N4"," 20-Apr-2021"," 1063.36"," 1065.00"," 1065.00"," 1063.10"," 1063.10"," 1063.44"," 1063.45"," 702"," 7.47"," 6"," 702"," 100.00"
HUDCO," N5"," 20-Apr-2021"," 1180.00"," 1180.00"," 1180.00"," 1180.00"," 1180.00"," 1180.00"," 1180.00"," 682"," 8.05"," 9"," 682"," 100.00"
HUDCO," N6"," 20-Apr-2021"," 1240.00"," 1240.90"," 1240.90"," 1240.90"," 1240.90"," 1240.90"," 1240.90"," 1"," 0.01"," 1"," 1"," 100.00"
HUDCO," N8"," 20-Apr-2021"," 1229.00"," 1235.00"," 1235.00"," 1235.00"," 1235.00"," 1235.00"," 1235.00"," 375"," 4.63"," 2"," 375"," 100.00"
HUDCO," N9"," 20-Apr-2021"," 1250.00"," 1250.00"," 1250.00"," 1248.00"," 1250.00"," 1250.00"," 1248.89"," 711"," 8.88"," 8"," 661"," 92.97"
HUDCO," ND"," 20-Apr-2021"," 1293.00"," 1299.00"," 1299.00"," 1287.00"," 1287.00"," 1287.00"," 1292.35"," 731"," 9.45"," 14"," 610"," 83.45"
HUDCO," NE"," 20-Apr-2021"," 1431.00"," 1435.00"," 1445.00"," 1435.00"," 1437.00"," 1440.14"," 1438.55"," 273"," 3.93"," 7"," 238"," 87.18"
IBUCCREDIT," N4"," 20-Apr-2021"," 1205.00"," 1205.00"," 1215.00"," 1205.00"," 1215.00"," 1215.00"," 1211.00"," 100"," 1.21"," 3"," 100"," 100.00"
IBUCCREDIT," N9"," 20-Apr-2021"," 990.00"," 901.00"," 901.00"," 901.00"," 901.00"," 901.00"," 901.00"," 5"," 0.05"," 1"," 5"," 100.00"
IBUCCREDIT," NB"," 20-Apr-2021"," 890.00"," 890.00"," 890.00"," 890.00"," 890.00"," 890.00"," 890.00"," 30"," 0.27"," 1"," 30"," 100.00"
IBULHSGFIN," N8"," 20-Apr-2021"," 909.00"," 925.00"," 941.00"," 900.00"," 920.00"," 920.00"," 903.81"," 97"," 0.88"," 10"," 90"," 92.78"
IBULHSGFIN," NA"," 20-Apr-2021"," 930.00"," 930.00"," 942.00"," 930.00"," 942.00"," 942.00"," 941.84"," 385"," 3.63"," 21"," 385"," 100.00"
IBULHSGFIN," NB"," 20-Apr-2021"," 1162.77"," 1160.00"," 1160.00"," 1160.00"," 1160.00"," 1160.00"," 1160.00"," 25"," 0.29"," 2"," 25"," 100.00"
IDFCFIRSTB," N9"," 20-Apr-2021"," 5180.00"," 5101.06"," 5180.00"," 5101.06"," 5180.00"," 5180.00"," 5153.39"," 16"," 0.82"," 6"," 12"," 75.00"
IDFCFIRSTB," NA"," 20-Apr-2021"," 11240.00"," 11215.01"," 11250.00"," 11215.01"," 11250.00"," 11250.00"," 11232.51"," 8"," 0.90"," 2"," 4"," 50.00"
IDFCFIRSTB," NB"," 20-Apr-2021"," 5060.00"," 5060.00"," 5060.00"," 5060.00"," 5060.00"," 5060.00"," 5060.00"," 2"," 0.10"," 1"," 2"," 100.00"
IDFCFIRSTB," NC"," 20-Apr-2021"," 10711.75"," 10711.75"," 10715.01"," 10705.05"," 10715.00"," 10715.00"," 10713.62"," 18"," 1.93"," 7"," 18"," 100.00"
IDFCFIRSTB," ND"," 20-Apr-2021"," 5055.00"," 5050.00"," 5050.00"," 5042.10"," 5050.00"," 5050.00"," 5048.42"," 5"," 0.25"," 3"," 5"," 100.00"
IFCI," NH"," 20-Apr-2021"," 1090.00"," 1085.00"," 1095.00"," 1085.00"," 1086.00"," 1086.00"," 1091.75"," 200"," 2.18"," 7"," 200"," 100.00"
IFCI," NL"," 20-Apr-2021"," 1060.00"," 1055.55"," 1055.55"," 1050.55"," 1050.55"," 1050.55"," 1053.05"," 10"," 0.11"," 2"," 0"," 0.00"
IIFCL," N4"," 20-Apr-2021"," 1407.00"," 1407.00"," 1419.00"," 1406.55"," 1413.00"," 1414.46"," 1412.86"," 1933"," 27.31"," 31"," 1933"," 100.00"
IIFL," N4"," 20-Apr-2021"," 1029.99"," 1018.00"," 1025.00"," 1014.90"," 1025.00"," 1025.00"," 1022.79"," 154"," 1.58"," 5"," 154"," 100.00"
IIFL," N7"," 20-Apr-2021"," 1010.00"," 1050.00"," 1050.00"," 1050.00"," 1050.00"," 1050.00"," 1050.00"," 65"," 0.68"," 5"," 65"," 100.00"
IIFL," N9"," 20-Apr-2021"," 1009.50"," 1009.75"," 1009.75"," 1009.75"," 1009.75"," 1009.75"," 1009.75"," 150"," 1.51"," 1"," 150"," 100.00"
IIFL," NF"," 20-Apr-2021"," 1001.99"," 1002.00"," 1003.80"," 998.00"," 1001.00"," 1001.83"," 1001.03"," 2420"," 24.22"," 32"," 2070"," 85.54"
IIFL," NG"," 20-Apr-2021"," 1004.00"," 1099.00"," 1099.00"," 1010.00"," 1010.00"," 1010.00"," 1054.50"," 34"," 0.36"," 3"," 17"," 50.00"
IL&FSENGG," BZ"," 20-Apr-2021"," 3.50"," 3.60"," 3.65"," 3.45"," 3.65"," 3.65"," 3.55"," 76377"," 2.71"," 40"," -"," -"
IL&FSTRANS," BZ"," 20-Apr-2021"," 2.45"," 2.35"," 2.55"," 2.35"," 2.45"," 2.45"," 2.41"," 103594"," 2.50"," 79"," -"," -"
