SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER
TCFSL," NJ"," 20-Apr-2021"," 1096.50"," 1098.00"," 1100.00"," 1098.00"," 1100.00"," 1100.00"," 1098.35"," 121"," 1.33"," 3"," 121"," 100.00"
TCFSL," NL"," 20-Apr-2021"," 1132.05"," 1144.50"," 1144.50"," 1144.50"," 1144.50"," 1144.50"," 1144.50"," 40"," 0.46"," 2"," 40"," 100.00"
TECHIN," BE"," 20-Apr-2021"," 2.60"," 2.70"," 2.70"," 2.60"," 2.60"," 2.60"," 2.68"," 3287"," 0.09"," 14"," -"," -"
TEMBO," SM"," 20-Apr-2021"," 103.00"," 104.00"," 104.00"," 100.00"," 103.00"," 103.00"," 101.75"," 8000"," 8.14"," 4"," 6000"," 75.00"
TFL," BE"," 20-Apr-2021"," 2.25"," 2.30"," 2.30"," 2.30"," 2.30"," 2.30"," 2.30"," 572"," 0.01"," 3"," -"," -"
THEJO," SM"," 20-Apr-2021"," 2050.00"," 2129.00"," 2129.00"," 2050.00"," 2050.00"," 2050.00"," 2089.50"," 200"," 4.18"," 2"," 100"," 50.00"
THIRUSUGAR," BZ"," 20-Apr-2021"," 6.00"," 6.00"," 6.05"," 6.00"," 6.05"," 6.05"," 6.00"," 46"," 0.00"," 3"," -"," -"
THOMASCOTT," BE"," 20-Apr-2021"," 7.30"," 7.50"," 7.50"," 7.45"," 7.50"," 7.50"," 7.47"," 188"," 0.01"," 3"," -"," -"
TIJARIA," BE"," 20-Apr-2021"," 6.60"," 6.35"," 6.90"," 6.35"," 6.85"," 6.85"," 6.37"," 2991"," 0.19"," 16"," -"," -"
TIPSINDLTD," BE"," 20-Apr-2021"," 501.80"," 505.00"," 515.00"," 484.00"," 505.00"," 504.95"," 505.86"," 6099"," 30.85"," 169"," -"," -"
TNTELE," BE"," 20-Apr-2021"," 4.40"," 4.55"," 4.60"," 4.20"," 4.40"," 4.20"," 4.41"," 13991"," 0.62"," 55"," -"," -"
TOUCHWOOD," BE"," 20-Apr-2021"," 95.30"," 95.30"," 99.90"," 90.55"," 95.00"," 92.50"," 94.29"," 4170"," 3.93"," 45"," -"," -"
TTML," BE"," 20-Apr-2021"," 11.30"," 11.55"," 11.60"," 10.90"," 11.15"," 11.00"," 11.20"," 1479485"," 165.75"," 5713"," -"," -"
TVSELECT," BE"," 20-Apr-2021"," 124.30"," 127.75"," 127.75"," 122.50"," 122.50"," 122.95"," 124.33"," 11861"," 14.75"," 204"," -"," -"
TVVISION," BE"," 20-Apr-2021"," 2.20"," 2.10"," 2.10"," 2.10"," 2.10"," 2.10"," 2.10"," 84368"," 1.77"," 32"," -"," -"
UCL," SM"," 20-Apr-2021"," 36.00"," 34.00"," 34.00"," 34.00"," 34.00"," 34.00"," 34.00"," 2000"," 0.68"," 1"," 2000"," 100.00"
UJAAS," BE"," 20-Apr-2021"," 2.35"," 2.35"," 2.45"," 2.30"," 2.45"," 2.40"," 2.41"," 398666"," 9.60"," 438"," -"," -"
UMESLTD," BE"," 20-Apr-2021"," 3.20"," 3.10"," 3.35"," 3.05"," 3.30"," 3.05"," 3.09"," 20569"," 0.64"," 93"," -"," -"
UNITECH," BZ"," 20-Apr-2021"," 1.40"," 1.40"," 1.40"," 1.35"," 1.40"," 1.40"," 1.39"," 4349394"," 60.58"," 469"," -"," -"
UNITY," BZ"," 20-Apr-2021"," 0.90"," 0.90"," 0.90"," 0.85"," 0.85"," 0.85"," 0.85"," 35285"," 0.30"," 17"," -"," -"
UNIVASTU," BE"," 20-Apr-2021"," 37.90"," 36.50"," 37.85"," 36.50"," 37.80"," 37.80"," 36.93"," 708"," 0.26"," 9"," -"," -"
URJA," BE"," 20-Apr-2021"," 5.35"," 5.10"," 5.60"," 5.10"," 5.60"," 5.60"," 5.43"," 1686612"," 91.63"," 4660"," -"," -"
URJAPP," X1"," 20-Apr-2021"," 1.70"," 1.75"," 1.75"," 1.65"," 1.75"," 1.75"," 1.72"," 48870"," 0.84"," 81"," 44515"," 91.09"
UTTAMSTL," BE"," 20-Apr-2021"," 7.00"," 7.15"," 7.30"," 6.75"," 7.00"," 6.95"," 7.02"," 90137"," 6.33"," 124"," -"," -"
VAISHALI," BE"," 20-Apr-2021"," 35.45"," 34.90"," 37.20"," 34.90"," 36.00"," 36.70"," 36.94"," 73061"," 26.99"," 418"," -"," -"
VICEROY," BE"," 20-Apr-2021"," 2.05"," 1.95"," 2.05"," 1.95"," 2.00"," 2.00"," 1.97"," 56011"," 1.10"," 59"," -"," -"
VIDEOIND," BZ"," 20-Apr-2021"," 3.90"," 4.00"," 4.00"," 3.85"," 3.95"," 3.95"," 3.93"," 115107"," 4.52"," 220"," -"," -"
VIPCLOTHNG," BE"," 20-Apr-2021"," 12.35"," 11.90"," 12.60"," 11.75"," 11.95"," 11.95"," 12.06"," 43080"," 5.20"," 145"," -"," -"
VIPULLTD," BE"," 20-Apr-2021"," 29.00"," 28.40"," 29.45"," 28.25"," 28.50"," 28.50"," 28.87"," 3522"," 1.02"," 18"," -"," -"
VIVIDHA," BE"," 20-Apr-2021"," 0.70"," 0.75"," 0.75"," 0.65"," 0.70"," 0.70"," 0.70"," 787438"," 5.52"," 215"," -"," -"
VMARCIND," ST"," 20-Apr-2021"," 41.55"," 41.50"," 41.50"," 39.50"," 40.50"," 40.45"," 40.43"," 39000"," 15.77"," 12"," 33000"," 84.62"
VSCL," SM"," 20-Apr-2021"," 13.20"," 13.85"," 13.85"," 13.85"," 13.85"," 13.85"," 13.85"," 6000"," 0.83"," 2"," 6000"," 100.00"
WANBURY," BE"," 20-Apr-2021"," 95.10"," 97.50"," 99.65"," 90.55"," 97.00"," 96.00"," 95.99"," 68945"," 66.18"," 172"," -"," -"
WFL," SM"," 20-Apr-2021"," 67.00"," 63.80"," 63.80"," 63.80"," 63.80"," 63.80"," 63.80"," 1600"," 1.02"," 1"," 1600"," 100.00"
WSI," BE"," 20-Apr-2021"," 6.20"," 5.90"," 5.90"," 5.90"," 5.90"," 5.90"," 5.90"," 1"," 0.00"," 1"," -"," -"
XPROINDIA," BE"," 20-Apr-2021"," 106.70"," 112.00"," 112.00"," 112.00"," 112.00"," 112.00"," 112.00"," 10079"," 11.29"," 57"," -"," -"
ZEEL," P2"," 20-Apr-2021"," 1.90"," 1.90"," 1.95"," 1.90"," 1.90"," 1.90"," 1.95"," 28053"," 0.55"," 13"," 27853"," 99.29"
ZENITHSTL," BE"," 20-Apr-2021"," 0.75"," 0.80"," 0.80"," 0.75"," 0.80"," 0.75"," 0.78"," 59499"," 0.46"," 61"," -"," -"
ZUARIGLOB," BE"," 20-Apr-2021"," 77.65"," 76.10"," 79.85"," 76.10"," 77.00"," 77.00"," 78.00"," 13867"," 10.82"," 102"," -"," -"
